anyo,consejeria,medio,tipo,importe
2020,Presidencia,Zamora30,Medios Digitales,14247.75
2020,Presidencia,ZamoraNews,Medios Digitales,26595.8
2020,Sanidad,Diario Palentino,Prensa,12737.04
2020,Sanidad,El Correo de Burgos,Prensa,7595.53
2020,Transparencia,Castilla y León EsRadio,Radio,14481.99
2020,Transparencia,Diario de León,Prensa,36966.29
2020,Transparencia,Diario Soria / El Heraldo,Prensa,16632.89
2020,Transparencia,El Mundo edición nacional,Otros Medios,14607.56
2020,Transparencia,El País,Otros Medios,17799.1
2020,Transparencia,El Periódico,Otros Medios,9773.91
2020,Transparencia,La Nueva Crónica de León,Prensa,16840.87
2020,Transparencia,La Opinión Correo Zamora,Prensa,22581.9
2020,Transparencia,La Razón CyL,Prensa,28045.75
2020,Transparencia,SER,Radio,68677.68
2021,Agricultura y Ganadería,Agencia EFE,Agencia,30999.97
2021,Agricultura y Ganadería,AgroDigital,Medios Digitales,18000
2021,Agricultura y Ganadería,Asoprovac,Medios Digitales,17968.5
2021,Agricultura y Ganadería,El Confidencial,Medios Digitales,18000
2021,Agricultura y Ganadería,La Tribuna de Albacete,Otros Medios,30567.02
2021,Agricultura y Ganadería,La Tribuna de Toledo,Otros Medios,30565.98
2021,Agricultura y Ganadería,Planeta Calleja - Zanskar Aventura,Otros Medios,165687.18
2021,Agricultura y Ganadería,Radio Intereconomía,Otros Medios,6500
2021,Agricultura y Ganadería,Revista Agricultura Ed. Agricola,Otros Medios,6000
2021,Agricultura y Ganadería,Revista Mas Castilla y León,Otros Medios,29999.53
2021,Agricultura y Ganadería,Revista Tierra,Otros Medios,14828.55
2021,Agricultura y Ganadería,Revista UPA,Otros Medios,18137.9
2021,Agricultura y Ganadería,Shine Ibérica,Otros Medios,54087
2021,Agricultura y Ganadería,ABC CyL,Prensa,68999.94
2021,Agricultura y Ganadería,Diario de Burgos,Prensa,104000.04
2021,Agricultura y Ganadería,Diario de León,Prensa,91999.99
2021,Agricultura y Ganadería,El Adelantado de Segovia,Prensa,51999.92
2021,Agricultura y Ganadería,El Día de La Rioja,Prensa,12100
2021,Agricultura y Ganadería,El Heraldo - Diario de Soria,Prensa,45999.95
2021,Agricultura y Ganadería,El Norte de Castilla,Prensa,275998.99
2021,Agricultura y Ganadería,La Gaceta de Salamanca,Prensa,114050
2021,Agricultura y Ganadería,La Nueva Crónica de León,Prensa,46999.92
2021,Agricultura y Ganadería,La Tribuna de Talavera,Prensa,24200
2021,Agricultura y Ganadería,Televisión Navarra,Televisión,36000
2021,Cultura y Turismo,ADFORM,Medios Digitales,81038.66
2021,Cultura y Turismo,Beckmesser.com,Medios Digitales,1016.4
2021,Cultura y Turismo,Cinco Días,Medios Digitales,1452
2021,Cultura y Turismo,Descubrirelarte,Medios Digitales,1210
2021,Cultura y Turismo,El Comidista,Medios Digitales,939.27
2021,Cultura y Turismo,Elviajero.com,Medios Digitales,3025
2021,Cultura y Turismo,exit-express,Medios Digitales,1694
2021,Cultura y Turismo,hoyesarte,Medios Digitales,1129.33
2021,Cultura y Turismo,Mas de Arte,Medios Digitales,1210
2021,Cultura y Turismo,melomanodigital.com,Medios Digitales,2178
2021,Cultura y Turismo,Traveler.es,Medios Digitales,2752.75
2021,Cultura y Turismo,Chiquiocio,Otros Medios,968
2021,Cultura y Turismo,Colores de España,Otros Medios,5700
2021,Cultura y Turismo,Destinos - Viajes,Otros Medios,17242.35
2021,Cultura y Turismo,Hosteltur,Otros Medios,7865
2021,Cultura y Turismo,Infortursa,Otros Medios,4719
2021,Cultura y Turismo,Instyle,Otros Medios,1722.74
2021,Cultura y Turismo,Magazine,Otros Medios,7260
2021,Cultura y Turismo,Nieve en León 2021/2022,Otros Medios,363.46
2021,Cultura y Turismo,Noticias de Castilla y León,Otros Medios,5033.6
2021,Cultura y Turismo,Revista Aire Libre,Otros Medios,9075
2021,Cultura y Turismo,Revista Artes & Letras,Otros Medios,7058.35
2021,Cultura y Turismo,Revista Artez,Otros Medios,1089
2021,Cultura y Turismo,Revista Paradores,Otros Medios,1815
2021,Cultura y Turismo,Revista Tapas,Otros Medios,1815
2021,Cultura y Turismo,Tribuna Universitaria,Otros Medios,4259
2021,Cultura y Turismo,ABC edición nacional,Prensa,74435.06
2021,Cultura y Turismo,Diario de Ávila,Prensa,52169.71
2021,Cultura y Turismo,Diario de León,Prensa,74537.21
2021,Cultura y Turismo,El Correo de Burgos,Prensa,29296.34
2021,Cultura y Turismo,El País,Prensa,122034.82
2021,Cultura y Turismo,La Nueva Crónica de León,Prensa,31807
2021,Cultura y Turismo,La Opinión Correo Zamora,Prensa,42686.88
2021,Cultura y Turismo,La Razón CyL,Prensa,56292.5
2021,Cultura y Turismo,40 Principales - SER,Radio,13895.64
2021,Cultura y Turismo,Cadena 100 - COPE,Radio,7724.64
2021,Cultura y Turismo,Castilla y León EsRadio,Radio,44219.55
2021,Cultura y Turismo,Europa FM - Onda Cero,Radio,4954.95
2021,Cultura y Turismo,SER,Radio,227467.3
2021,Cultura y Turismo,La 8 León,Televisión,1815
2021,Cultura y Turismo,Tele 5,Televisión,117051.5
2021,Economía y Hacienda,Castilla y León Comunicación,Agencia,13189
2021,Economía y Hacienda,Castilla y León Económica,Otros Medios,15040.18
2021,Economía y Hacienda,Decanter,Otros Medios,18081.03
2021,Economía y Hacienda,Fine Food Digest,Otros Medios,18089.5
2021,Economía y Hacienda,La Nueva Crónica de León,Prensa,40435.24
2021,Economía y Hacienda,La Razón CyL,Prensa,49491.13
2021,Educación,Agencia Europa Press,Agencia,26000
2021,Educación,Agencia ICAL,Agencia,162000
2021,Educación,Castilla y León Comunicación,Agencia,13199.89
2021,Educación,Tribuna Universitaria,Otros Medios,6533.19
2021,Educación,Diario de Burgos,Prensa,101418.1
2021,Educación,Diario de León,Prensa,86703.72
2021,Educación,El Mundo de CyL,Prensa,167449.99
2021,Educación,El Norte de Castilla,Prensa,193947.38
2021,Educación,Castilla y León EsRadio,Radio,7381.97
2021,Empleo,Agencia ICAL,Agencia,118333.33
2021,Empleo,Castilla y León Económica,Otros Medios,37509.54
2021,Empleo,El Economista,Otros Medios,360
2021,Empleo,Sector Ejecutivo,Otros Medios,11340
2021,Empleo,ABC CyL,Prensa,65319.49
2021,Empleo,Diario de Burgos,Prensa,104776.04
2021,Empleo,El Norte de Castilla,Prensa,167701.38
2021,Empleo,La Gaceta de Salamanca,Prensa,102767.96
2021,Empleo,La Razón CyL,Prensa,47054.53
2021,Familia e Igualdad de Oportunidades,Agencia EFE,Agencia,31000
2021,Familia e Igualdad de Oportunidades,Bayard Revistas,Otros Medios,13050
2021,Familia e Igualdad de Oportunidades,Gaceta CyL - Esther Duque,Otros Medios,31769.93
2021,Familia e Igualdad de Oportunidades,Nuestros mayores Publicaciones,Otros Medios,32879.99
2021,Familia e Igualdad de Oportunidades,Tribuna Universitaria,Otros Medios,968
2021,Familia e Igualdad de Oportunidades,El Adelantado de Segovia,Prensa,20526
2021,Familia e Igualdad de Oportunidades,La Razón CyL,Prensa,35359.98
2021,Familia e Igualdad de Oportunidades,SER,Radio,64529.99
2021,Fomento y Medio Ambiente,Kantar Media,Agencia,8058.6
2021,Fomento y Medio Ambiente,Radio Marca,Otros Medios,8712
2021,Fomento y Medio Ambiente,Revista Mas Tribuna,Otros Medios,2499.99
2021,Fomento y Medio Ambiente,Turismo,Otros Medios,3000
2021,Fomento y Medio Ambiente,ABC CyL,Prensa,46827.25
2021,Fomento y Medio Ambiente,Diario de León,Prensa,66005.03
2021,Fomento y Medio Ambiente,Diario Palentino,Prensa,37926.01
2021,Fomento y Medio Ambiente,El Correo de Burgos,Prensa,27601.43
2021,Fomento y Medio Ambiente,El Norte de Castilla,Prensa,148094.66
2021,Presidencia,Agencia ICAL,Agencia,191000
2021,Presidencia,Europa Press,Agencia,56000
2021,Presidencia,Ávila Red,Medios Digitales,56218.08
2021,Presidencia,Benavente Digital,Medios Digitales,23880
2021,Presidencia,BierzoNoticias,Medios Digitales,15331.29
2021,Presidencia,BurgosNoticias,Medios Digitales,31479.89
2021,Presidencia,Capital Economía.com,Medios Digitales,24000
2021,Presidencia,Capital Radio.com,Medios Digitales,27990.93
2021,Presidencia,DesdeSoria,Medios Digitales,46003.05
2021,Presidencia,Diario de Valderrueda,Medios Digitales,32869.45
2021,Presidencia,Diario16,Medios Digitales,11998.98
2021,Presidencia,DiarioDigitalLeón,Medios Digitales,153186
2021,Presidencia,El Buscador,Medios Digitales,11570.91
2021,Presidencia,ElPeriodistaDigital,Medios Digitales,47999.64
2021,Presidencia,Gaceta Negocios,Medios Digitales,43999.9
2021,Presidencia,Hoy Castilla y León,Medios Digitales,36067.16
2021,Presidencia,iLeon.com,Medios Digitales,197635.47
2021,Presidencia,La de Miranda,Medios Digitales,5722.39
2021,Presidencia,LaVozdeMedina,Medios Digitales,28920.58
2021,Presidencia,LeonNoticias,Medios Digitales,299970.84
2021,Presidencia,Libertad Digital,Medios Digitales,35987.13
2021,Presidencia,Noticias Burgos,Medios Digitales,13555.49
2021,Presidencia,OkDiario,Medios Digitales,63999.84
2021,Presidencia,Palencia en Red,Medios Digitales,14219.46
2021,Presidencia,Publico,Medios Digitales,47999.9
2021,Presidencia,Salamanca Diario,Medios Digitales,8550
2021,Presidencia,Salamanca24horas,Medios Digitales,287956.6
2021,Presidencia,SoriaTV,Medios Digitales,31839.89
2021,Presidencia,El Economista,Otros Medios,35231.69
2021,Presidencia,Gente,Otros Medios,15986
2021,Presidencia,Radio Blanca - Kiss Fm,Otros Medios,14520
2021,Presidencia,Radio Intereconomía,Otros Medios,10854
2021,Presidencia,Revista Mas Castilla y León,Otros Medios,1936
2021,Presidencia,Sector Ejecutivo,Otros Medios,21176
2021,Presidencia,ABC CyL,Prensa,40657.99
2021,Presidencia,Cambio 16,Prensa,3630
2021,Presidencia,Diario de León,Prensa,58624.98
2021,Presidencia,Diario Palentino,Prensa,41992.99
2021,Presidencia,El Día de Valladolid,Prensa,153599.98
2021,Presidencia,El Heraldo - Diario de Soria,Prensa,27541.99
2021,Presidencia,El Mundo de CyL,Prensa,62373.99
2021,Presidencia,El Norte de Castilla,Prensa,65055
2021,Presidencia,Castilla y León EsRadio,Radio,30852.72
2021,Presidencia,Onda Cero,Radio,55915.9
2021,Presidencia,Radio Arlanzón,Radio,7630
2021,Presidencia,SER,Radio,96012.93
2021,Sanidad,Agencia ICAL,Agencia,142000
2021,Sanidad,Diario de León,Prensa,21615.97
2021,Sanidad,Diario Palentino,Prensa,16337.96
2021,Sanidad,El Norte de Castilla,Prensa,47136.77
2021,Sanidad,La Gaceta de Salamanca,Prensa,29961.89
2021,Sanidad,La Opinión Correo Zamora,Prensa,17726.95
2021,Sanidad,Onda Cero,Radio,11545.37
2021,Sanidad,SER,Radio,24481.45
2021,Transparencia,AgroEuropa,Medios Digitales,1300
2021,Transparencia,España Exterior,Otros Medios,2500
2021,Transparencia,Radio Blanca - Kiss Fm,Otros Medios,24660.56
2021,Transparencia,Diario de Ávila,Prensa,7072.8
2021,Transparencia,Diario Palentino,Prensa,10015.16
2021,Transparencia,El Mundo de CyL,Prensa,17813.54
2021,Transparencia,El Periodico,Prensa,11364.4
2021,Transparencia,La Opinión Correo Zamora,Prensa,10222.94
2021,Transparencia,La Razón Edición Nacional,Prensa,10554.31
2021,Transparencia,Castilla y León EsRadio,Radio,14851.12
2021,Transparencia,Onda Cero,Radio,31210.09
2022,"Agricultura, Ganadería y Desarrollo Rural",Agencia EFE,Agencia,30999.97
2022,"Agricultura, Ganadería y Desarrollo Rural",Agencia Europa Press,Agencia,26000
2022,"Agricultura, Ganadería y Desarrollo Rural",Campo AGR021,Otros Medios,14999.16
2022,"Agricultura, Ganadería y Desarrollo Rural",Castilla y León Económica,Otros Medios,14000
2022,"Agricultura, Ganadería y Desarrollo Rural",El Adelantado de Segovia,Prensa,31999.99
2022,"Agricultura, Ganadería y Desarrollo Rural",El Correo de Burgos,Prensa,28999.97
2022,"Agricultura, Ganadería y Desarrollo Rural",El País,Prensa,12100
2022,"Agricultura, Ganadería y Desarrollo Rural",Gaceta CyL - Esther Duque,Otros Medios,6000
2022,"Agricultura, Ganadería y Desarrollo Rural",Gente,Prensa,17000
2022,"Agricultura, Ganadería y Desarrollo Rural",La Nueva Crónica de León,Prensa,37499.98
2022,"Agricultura, Ganadería y Desarrollo Rural",La Opinión Correo Zamora,Prensa,40499.52
2022,"Agricultura, Ganadería y Desarrollo Rural",Madrid 8 TV,Televisión,475
2022,"Agricultura, Ganadería y Desarrollo Rural",Mas Castilla y León (ARGI),Otros Medios,23999.87
2022,"Agricultura, Ganadería y Desarrollo Rural",Revista ACOR,Otros Medios,19725.68
2022,"Agricultura, Ganadería y Desarrollo Rural",Revista Tierra,Otros Medios,2057
2022,"Agricultura, Ganadería y Desarrollo Rural",Top AGORA,Medios Digitales,4500
2022,"Agricultura, Ganadería y Desarrollo Rural",Turismo,Otros Medios,3000
2022,"Cultura, Turismo y Deporte",ABC CyL,Prensa,47636.49
2022,"Cultura, Turismo y Deporte",ABC edición nacional,Prensa,19446.09
2022,"Cultura, Turismo y Deporte",ABC Viajar,Otros Medios,19032.33
2022,"Cultura, Turismo y Deporte",ABC.es Viajes,Medios Digitales,1815
2022,"Cultura, Turismo y Deporte",Antena 3 series Mega y Nova,Televisión,23611.99
2022,"Cultura, Turismo y Deporte",Cadena Dial - SER,Radio,7241.8
2022,"Cultura, Turismo y Deporte",Castilla y León Económica,Otros Medios,17545
2022,"Cultura, Turismo y Deporte",Chiquiocio.com,Medios Digitales,514.25
2022,"Cultura, Turismo y Deporte",Codalario.com,Medios Digitales,1270.5
2022,"Cultura, Turismo y Deporte",Diario de Burgos,Prensa,81589.53
2022,"Cultura, Turismo y Deporte",Diario Palentino,Prensa,42825.61
2022,"Cultura, Turismo y Deporte",El comidista-Blog,Medios Digitales,945.01
2022,"Cultura, Turismo y Deporte",El Cultural,Otros Medios,10831.91
2022,"Cultura, Turismo y Deporte",El Día de Soria,Medios Digitales,1210
2022,"Cultura, Turismo y Deporte",El Mundo - Viajes,Otros Medios,11507.83
2022,"Cultura, Turismo y Deporte",El Mundo de CyL,Prensa,103230.71
2022,"Cultura, Turismo y Deporte",El País,Prensa,27847.64
2022,"Cultura, Turismo y Deporte",El País Semanal,Otros Medios,13370.49
2022,"Cultura, Turismo y Deporte",El Perídico de España,Prensa,1524.6
2022,"Cultura, Turismo y Deporte",El Períodico - Destinos,Otros Medios,11494.9
2022,"Cultura, Turismo y Deporte",Elcompositorhabla.com,Medios Digitales,1452
2022,"Cultura, Turismo y Deporte",Europa FM - Onda Cero,Radio,4507.25
2022,"Cultura, Turismo y Deporte",Facebook,Medios Digitales,16922.87
2022,"Cultura, Turismo y Deporte",Gente,Prensa,9873.6
2022,"Cultura, Turismo y Deporte",Guia del Ocio.com,Medios Digitales,605
2022,"Cultura, Turismo y Deporte",Hola Viajes,Otros Medios,9196
2022,"Cultura, Turismo y Deporte",Instyle,Otros Medios,1722.74
2022,"Cultura, Turismo y Deporte",klassikbidea.eus,Medios Digitales,907.5
2022,"Cultura, Turismo y Deporte",La Guía GO,Medios Digitales,11207.01
2022,"Cultura, Turismo y Deporte",La Región,Prensa,2940.3
2022,"Cultura, Turismo y Deporte",La Sexta,Televisión,46449.63
2022,"Cultura, Turismo y Deporte",La Vanguardia - Culturas,Otros Medios,3194.4
2022,"Cultura, Turismo y Deporte",La Vanguardia - Viajar,Otros Medios,7380.82
2022,"Cultura, Turismo y Deporte",National Geographic - Viajes,Otros Medios,7382.94
2022,"Cultura, Turismo y Deporte",Operaactual.com,Medios Digitales,544.5
2022,"Cultura, Turismo y Deporte",Palencia Invierte,Prensa,1437.48
2022,"Cultura, Turismo y Deporte",Radio Intereconomía,Radio,5483.72
2022,"Cultura, Turismo y Deporte",Revista Europa,Otros Medios,4839.99
2022,"Cultura, Turismo y Deporte",Revista Historia y vida,Otros Medios,1210
2022,"Cultura, Turismo y Deporte",Revista Teatros,Otros Medios,1851.3
2022,"Cultura, Turismo y Deporte",Revista Vive la Vida,Otros Medios,1553.04
2022,"Cultura, Turismo y Deporte",Salamanca al Día,Otros Medios,1089
2022,"Cultura, Turismo y Deporte",SeedTag,Medios Digitales,6050
2022,"Cultura, Turismo y Deporte",SER,Radio,168337.57
2022,"Cultura, Turismo y Deporte",Taboola,Medios Digitales,13205.85
2022,"Cultura, Turismo y Deporte",Tapas,Medios Digitales,1210
2022,"Cultura, Turismo y Deporte",Telva,Otros Medios,2419.98
2022,"Cultura, Turismo y Deporte",Timeout.es,Medios Digitales,1815
2022,"Cultura, Turismo y Deporte",Todalamusica,Medios Digitales,1633.5
2022,"Cultura, Turismo y Deporte",Turismo,Otros Medios,10890
2022,"Cultura, Turismo y Deporte",Vogue - Traveler,Medios Digitales,2431.1
2022,"Cultura, Turismo y Deporte",XL Semanal,Otros Medios,9680
2022,Economía y Hacienda,Castilla y León EsRadio,Radio,34420.78
2022,Economía y Hacienda,COPE,Radio,98383.02
2022,Economía y Hacienda,Decanter,Otros Medios,17451.6
2022,Economía y Hacienda,Diario de Ávila,Prensa,47334.6
2022,Economía y Hacienda,El Correo de Burgos,Prensa,27043.5
2022,Economía y Hacienda,El Economista,Prensa,7988
2022,Economía y Hacienda,Fine Food Digest,Otros Medios,15327.6
2022,Economía y Hacienda,Kantar Media,Agencia,7623
2022,Economía y Hacienda,La Opinión Correo Zamora,Prensa,50595.13
2022,Economía y Hacienda,Onda Cero,Radio,79870.51
2022,Educación,ABC CyL,Prensa,57509.36
2022,Educación,Castilla y León Económica,Otros Medios,25948.45
2022,Educación,Castilla y León EsRadio,Radio,7101.49
2022,Educación,COPE,Radio,26722.61
2022,Educación,Diario de Ávila,Prensa,16354.42
2022,Educación,Diario de León,Prensa,72928.38
2022,Educación,El Mundo de CyL,Prensa,128169.96
2022,Educación,El Norte de Castilla,Prensa,193822.87
2022,Educación,La Nueva Crónica de León,Prensa,19940.48
2022,Educación,Noticias de Castilla y León,Otros Medios,2890
2022,Educación,Rebold Marketing & Comunication,Agencia,8833
2022,Familia e Igualdad de Oportunidades,Agencia EFE,Agencia,31000
2022,Familia e Igualdad de Oportunidades,Agencia Europa Press,Agencia,26000
2022,Familia e Igualdad de Oportunidades,Bayard Revistas,Otros Medios,6399.98
2022,Familia e Igualdad de Oportunidades,El Heraldo - Diario de Soria,Prensa,17149.99
2022,Familia e Igualdad de Oportunidades,El Mundo de CyL,Prensa,63379.88
2022,Familia e Igualdad de Oportunidades,El País,Prensa,2299.26
2022,Familia e Igualdad de Oportunidades,La Nueva Crónica de León,Prensa,18370
2022,Familia e Igualdad de Oportunidades,Reputation Intelligence Spain,Agencia,8166.92
2022,Familia e Igualdad de Oportunidades,Revista Balance Dependencia,Otros Medios,27240
2022,"Industria, Comercio y Empleo",ABC CyL,Prensa,36663.07
2022,"Industria, Comercio y Empleo",Agencia Europa Press,Agencia,26000
2022,"Industria, Comercio y Empleo",Castilla y León Económica,Otros Medios,31282.98
2022,"Industria, Comercio y Empleo",Diario de Ávila,Prensa,26586.8
2022,"Industria, Comercio y Empleo",El Adelantado de Segovia,Prensa,28144.5
2022,"Industria, Comercio y Empleo",El Correo de Burgos,Prensa,22692.55
2022,"Industria, Comercio y Empleo",El Norte de Castilla,Prensa,94617.5
2022,"Industria, Comercio y Empleo",El País,Prensa,331.7
2022,"Industria, Comercio y Empleo",La Gaceta de Salamanca,Prensa,57186.1
2022,"Industria, Comercio y Empleo",La Nueva Crónica de León,Prensa,27621.52
2022,"Industria, Comercio y Empleo",La Opinión Correo Zamora,Prensa,35986.99
2022,"Industria, Comercio y Empleo",Onda Cero,Radio,56900.25
2022,"Industria, Comercio y Empleo",Sector Ejecutivo,Otros Medios,9196
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",ABC CyL,Prensa,30235
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Agencia ICAL,Agencia,140000
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Kantar Media,Agencia,6125.61
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",La Gaceta de Salamanca,Prensa,40299.97
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",La Nueva Crónica de León,Prensa,18190.38
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Radio Marca,Radio,8712
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Revista Suboficiales Guardia Civil,Otros Medios,1331
